Event Data
Swedish Open Skovde 2001
SWEDEN
Dates: 21 Nov - 25 Nov 2001

Year	Event	Player A	Player B	Player X	Player Y	Sub-event	Stage	Round	Result	Games	Winner	Winner
2001	Swedish Open Skovde 2001	MONRAD Martin (DEN)		BARDON Michal (SVK)		MS	Qualification		2 - 4	5:11 13:15 11:6 8:11 11:4 8:11	BARDON Michal	
2001	Swedish Open Skovde 2001	JOVER Sebastien (FRA)		WAKINOTANI Katsutoshi (JPN)		MS	Qualification		4 - 2	11:5 4:11 10:12 11:3 11:3 11:6	JOVER Sebastien	
2001	Swedish Open Skovde 2001	JOVER Sebastien (FRA)		BARDON Michal (SVK)		MS	Qualification		4 - 1	11:5 11:5 9:11 12:10 11:6	JOVER Sebastien	
2001	Swedish Open Skovde 2001	WAKINOTANI Katsutoshi (JPN)		BARDON Michal (SVK)		MS	Qualification		0 - 4	5:11 9:11 4:11 6:11	BARDON Michal	
2001	Swedish Open Skovde 2001	NILSSON Peter (SWE)		YOON Jaeyoung (KOR)		MS	Qualification		1 - 4	4:11 11:4 10:12 9:11 10:12	YOON Jaeyoung	
2001	Swedish Open Skovde 2001	NILSSON Peter (SWE)		KONGSGAARD Christian (DEN)		MS	Qualification		4 - 0	11:5 11:3 11:8 11:7	NILSSON Peter	
2001	Swedish Open Skovde 2001	NILSSON Peter (SWE)		KISHIKAWA Seiya (JPN)		MS	Qualification		4 - 2	11:2 6:11 10:12 11:7 12:10 11:7	NILSSON Peter	
2001	Swedish Open Skovde 2001	YOON Jaeyoung (KOR)		KONGSGAARD Christian (DEN)		MS	Qualification		4 - 2	11:5 8:11 11:8 9:11 11:3 11:8	YOON Jaeyoung	
2001	Swedish Open Skovde 2001	YOON Jaeyoung (KOR)		KISHIKAWA Seiya (JPN)		MS	Qualification		4 - 1	11:7 11:13 11:7 11:3 11:9	YOON Jaeyoung	
2001	Swedish Open Skovde 2001	KONGSGAARD Christian (DEN)		KISHIKAWA Seiya (JPN)		MS	Qualification		2 - 4	15:13 6:11 7:11 2:11 11:9 1:11	KISHIKAWA Seiya	
2001	Swedish Open Skovde 2001	KONECNY Tomas (CZE)		STENBERG Marten (SWE)		MS	Qualification		1 - 4	7:11 6:11 11:9 7:11 9:11	STENBERG Marten	
2001	Swedish Open Skovde 2001	KONECNY Tomas (CZE)		SANADA Koji (JPN)		MS	Qualification		0 - 4	10:12 4:11 6:11 4:11	SANADA Koji	
2001	Swedish Open Skovde 2001	KONECNY Tomas (CZE)		WANG Jianfeng (NOR)		MS	Qualification		0 - 4	1:11 7:11 6:11 4:11	WANG Jianfeng	
2001	Swedish Open Skovde 2001	STENBERG Marten (SWE)		SANADA Koji (JPN)		MS	Qualification		4 - 2	11:5 9:11 11:13 11:9 11:4 11:9	STENBERG Marten	
2001	Swedish Open Skovde 2001	STENBERG Marten (SWE)		WANG Jianfeng (NOR)		MS	Qualification		2 - 4	11:5 13:15 4:11 5:11 11:5 4:11	WANG Jianfeng	
2001	Swedish Open Skovde 2001	SANADA Koji (JPN)		WANG Jianfeng (NOR)		MS	Qualification		2 - 4	11:3 10:12 11:5 9:11 8:11 9:11	WANG Jianfeng	
2001	Swedish Open Skovde 2001	ERLANDSEN Geir (NOR)		CARNEROS Alfredo (ESP)		MS	Qualification		4 - 2	12:10 11:6 11:6 9:11 8:11 11:6	ERLANDSEN Geir	
2001	Swedish Open Skovde 2001	ERLANDSEN Geir (NOR)		GAVLAS Antonin (CZE)		MS	Qualification		4 - 0	11:7 11:6 13:11 11:5	ERLANDSEN Geir	
2001	Swedish Open Skovde 2001	ERLANDSEN Geir (NOR)		STENBERG Mattias (SWE)		MS	Qualification		4 - 2	12:10 7:11 11:7 11:8 9:11 11:9	ERLANDSEN Geir	
2001	Swedish Open Skovde 2001	CARNEROS Alfredo (ESP)		GAVLAS Antonin (CZE)		MS	Qualification		4 - 1	11:4 11:6 9:11 11:8 11:6	CARNEROS Alfredo	
2001	Swedish Open Skovde 2001	CARNEROS Alfredo (ESP)		STENBERG Mattias (SWE)		MS	Qualification		2 - 4	11:9 6:11 6:11 11:4 4:11 8:11	STENBERG Mattias	
2001	Swedish Open Skovde 2001	GAVLAS Antonin (CZE)		STENBERG Mattias (SWE)		MS	Qualification		1 - 4	11:13 6:11 7:11 11:7 5:11	STENBERG Mattias	
2001	Swedish Open Skovde 2001	HOLM Anders (SWE)		STEPANEK David (CZE)		MS	Qualification		4 - 3	9:11 11:4 5:11 15:13 5:11 11:7 11:9	HOLM Anders	
2001	Swedish Open Skovde 2001	HOLM Anders (SWE)		LIU Heng (CHN)		MS	Qualification		1 - 4	11:9 4:11 6:11 6:11 4:11	LIU Heng	
2001	Swedish Open Skovde 2001	HOLM Anders (SWE)		PAK Won Chol (PRK)		MS	Qualification		2 - 4	11:4 7:11 8:11 11:8 13:15 6:11	PAK Won Chol	
2001	Swedish Open Skovde 2001	STEPANEK David (CZE)		LIU Heng (CHN)		MS	Qualification		4 - 3	8:11 16:14 4:11 5:11 11:2 11:3 15:13	STEPANEK David	
2001	Swedish Open Skovde 2001	STEPANEK David (CZE)		PAK Won Chol (PRK)		MS	Qualification		0 - 4	9:11 9:11 12:14 6:11	PAK Won Chol	
2001	Swedish Open Skovde 2001	LIU Heng (CHN)		PAK Won Chol (PRK)		MS	Qualification		4 - 0	11:6 11:7 11:8 11:8	LIU Heng	
2001	Swedish Open Skovde 2001	MORALES Augusto (CHI)		TOKIC Bojan (SLO)		MS	Qualification		0 - 4	5:11 2:11 6:11 8:11	TOKIC Bojan	
2001	Swedish Open Skovde 2001	MORALES Augusto (CHI)		HOREJSI Miroslav (CZE)		MS	Qualification		1 - 4	5:11 11:13 11:9 4:11 9:11	HOREJSI Miroslav	
2001	Swedish Open Skovde 2001	MORALES Augusto (CHI)		MULLER Frank (LIE)		MS	Qualification		4 - 0	11:2 11:8 11:4 11:5	MORALES Augusto	
2001	Swedish Open Skovde 2001	TOKIC Bojan (SLO)		HOREJSI Miroslav (CZE)		MS	Qualification		2 - 4	11:9 8:11 11:5 8:11 7:11 7:11	HOREJSI Miroslav	
2001	Swedish Open Skovde 2001	TOKIC Bojan (SLO)		MULLER Frank (LIE)		MS	Qualification		4 - 0	11:6 11:5 11:8 11:8	TOKIC Bojan	
2001	Swedish Open Skovde 2001	HOREJSI Miroslav (CZE)		MULLER Frank (LIE)		MS	Qualification		4 - 2	5:11 11:9 7:11 11:8 11:4 11:7	HOREJSI Miroslav	
2001	Swedish Open Skovde 2001	SEREDA Peter (SVK)		SWANSON Alex (AUS)		MS	Qualification		4 - 0	11:4 11:6 11:7 11:2	SEREDA Peter	
2001	Swedish Open Skovde 2001	SEREDA Peter (SVK)		TUGWELL Finn (DEN)		MS	Qualification		2 - 4	10:12 6:11 11:9 11:5 9:11 6:11	TUGWELL Finn	
2001	Swedish Open Skovde 2001	SEREDA Peter (SVK)		CABESTANY Cedrik (FRA)		MS	Qualification		2 - 4	11:8 6:11 9:11 11:5 7:11 4:11	CABESTANY Cedrik	
2001	Swedish Open Skovde 2001	SWANSON Alex (AUS)		TUGWELL Finn (DEN)		MS	Qualification		0 - 4	4:11 4:11 6:11 8:11	TUGWELL Finn	
2001	Swedish Open Skovde 2001	SWANSON Alex (AUS)		CABESTANY Cedrik (FRA)		MS	Qualification		0 - 4	4:11 8:11 9:11 5:11	CABESTANY Cedrik



2001	Swedish Open Skovde 2001	LI Jiawei (SGP)		BOROS Tamara (CRO)		WS	Main Draw	QuarterFinal	3 - 4	7:11 5:11 11:8 4:11 11:8 14:12 3:11	BOROS Tamara	
2001	Swedish Open Skovde 2001	BAI Yang (CHN)		GUO Yan (1982) (CHN)		WS	Main Draw	SemiFinal	2 - 4	8:11 7:11 12:10 12:14 11:4 1:11	GUO Yan (1982)	
2001	Swedish Open Skovde 2001	TASEI Mikie (JPN)		BOROS Tamara (CRO)		WS	Main Draw	SemiFinal	0 - 4	6:11 9:11 8:11 8:11	BOROS Tamara	
2001	Swedish Open Skovde 2001	GUO Yan (1982) (CHN)		BOROS Tamara (CRO)		WS	Main Draw	Final	4 - 3	12:10 7:11 6:11 9:11 11:6 11:9 11:7	GUO Yan (1982)
2001	Swedish Open Skovde 2001	JENSEN Janne (DEN)		BERGLUND Anna (SWE)		WS	Qualification		4 - 2	11:7 11:7 11:8 6:11 8:11 12:10	JENSEN Janne	
2001	Swedish Open Skovde 2001	JENSEN Janne (DEN)		GOURIN Anne-Sophie (FRA)		WS	Qualification		0 - 4	5:11 9:11 3:11 7:11	GOURIN Anne-Sophie	
2001	Swedish Open Skovde 2001	BERGLUND Anna (SWE)		GOURIN Anne-Sophie (FRA)		WS	Qualification		1 - 4	7:11 11:7 5:11 9:11 3:11	GOURIN Anne-Sophie	
2001	Swedish Open Skovde 2001	SJOGREN Marie (SWE)		MOREL Silvia (CHI)		WS	Qualification		4 - 0	11:5 11:9 11:4 11:9	SJOGREN Marie	
2001	Swedish Open Skovde 2001	SJOGREN Marie (SWE)		COSTES Agathe (FRA)		WS	Qualification		4 - 0	11:9 11:9 11:5 11:8	SJOGREN Marie	
2001	Swedish Open Skovde 2001	MOREL Silvia (CHI)		COSTES Agathe (FRA)		WS	Qualification		0 - 4	5:11 10:12 3:11 4:11	COSTES Agathe	
2001	Swedish Open Skovde 2001	EKHOLM Matilda (SWE)		TEPES Sofija (CHI)		WS	Qualification		4 - 0	11:6 11:8 11:0 11:8	EKHOLM Matilda	
2001	Swedish Open Skovde 2001	EKHOLM Matilda (SWE)		STEFANSKA Kinga (POL)		WS	Qualification		2 - 4	2:11 11:9 9:11 11:13 11:8 5:11	STEFANSKA Kinga	
2001	Swedish Open Skovde 2001	TEPES Sofija (CHI)		STEFANSKA Kinga (POL)		WS	Qualification		1 - 4	11:8 10:12 8:11 5:11 4:11	STEFANSKA Kinga	
2001	Swedish Open Skovde 2001	PARK Miyoung (KOR)		WIGOW Susanna (SWE)		WS	Qualification		4 - 1	14:12 13:11 11:7 9:11 11:5	PARK Miyoung	
2001	Swedish Open Skovde 2001	PARK Miyoung (KOR)		TAMBORINI Aurelie (FRA)		WS	Qualification		4 - 0	12:10 11:5 11:5 11:5	PARK Miyoung	
2001	Swedish Open Skovde 2001	PARK Miyoung (KOR)		WESTHOLM Sofia (SWE)		WS	Qualification		4 - 0	11:6 11:3 11:5 11:8	PARK Miyoung	
2001	Swedish Open Skovde 2001	WIGOW Susanna (SWE)		TAMBORINI Aurelie (FRA)		WS	Qualification		1 - 4	6:11 11:9 9:11 9:11 6:11	TAMBORINI Aurelie	
2001	Swedish Open Skovde 2001	WIGOW Susanna (SWE)		WESTHOLM Sofia (SWE)		WS	Qualification		4 - 0	11:7 11:6 11:6 11:2	WIGOW Susanna	
2001	Swedish Open Skovde 2001	TAMBORINI Aurelie (FRA)		WESTHOLM Sofia (SWE)		WS	Qualification		4 - 0	12:10 11:8 11:2 13:11	TAMBORINI Aurelie	
2001	Swedish Open Skovde 2001	PARKER Katy (ENG)		PARK Bokyung (KOR)		WS	Qualification		0 - 4	5:11 9:11 5:11 6:11	PARK Bokyung	
2001	Swedish Open Skovde 2001	PARKER Katy (ENG)		REGENWETTER Peggy (LUX)		WS	Qualification		2 - 4	12:10 11:9 9:11 7:11 4:11 5:11	REGENWETTER Peggy	
2001	Swedish Open Skovde 2001	PARKER Katy (ENG)		VAKKILA Nina (SWE)		WS	Qualification		0 - 4	12:14 1:11 9:11 8:11	VAKKILA Nina	
2001	Swedish Open Skovde 2001	PARK Bokyung (KOR)		REGENWETTER Peggy (LUX)		WS	Qualification		4 - 2	4:11 8:11 15:13 11:8 11:7 11:7	PARK Bokyung	
2001	Swedish Open Skovde 2001	PARK Bokyung (KOR)		VAKKILA Nina (SWE)		WS	Qualification		4 - 0	11:6 11:7 11:3 11:7	PARK Bokyung	
2001	Swedish Open Skovde 2001	REGENWETTER Peggy (LUX)		VAKKILA Nina (SWE)		WS	Qualification		4 - 1	11:7 11:6 11:8 7:11 11:4	REGENWETTER Peggy	
2001	Swedish Open Skovde 2001	ENOCSSON Evelina (SWE)		HARABASZOVA Lenka (CZE)		WS	Qualification		1 - 4	5:11 6:11 18:16 6:11 6:11	HARABASZOVA Lenka	
2001	Swedish Open Skovde 2001	ENOCSSON Evelina (SWE)		SILVESTRE Julia (FRA)		WS	Qualification		0 - 4	3:11 5:11 4:11 4:11	SILVESTRE Julia	
2001	Swedish Open Skovde 2001	ENOCSSON Evelina (SWE)		OLSSON Marie (SWE)		WS	Qualification		1 - 4	11:7 10:12 7:11 8:11 4:11	OLSSON Marie	
2001	Swedish Open Skovde 2001	HARABASZOVA Lenka (CZE)		SILVESTRE Julia (FRA)		WS	Qualification		1 - 4	4:11 10:12 11:4 5:11 8:11	SILVESTRE Julia	
2001	Swedish Open Skovde 2001	HARABASZOVA Lenka (CZE)		OLSSON Marie (SWE)		WS	Qualification		2 - 4	12:14 10:12 13:11 11:13 11:9 3:11	OLSSON Marie	
2001	Swedish Open Skovde 2001	SILVESTRE Julia (FRA)		OLSSON Marie (SWE)		WS	Qualification		0 - 4	3:11 9:11 5:11 11:13	OLSSON Marie	
2001	Swedish Open Skovde 2001	RODRIGUEZ Berta (CHI)		CECHOVA Dana (CZE)		WS	Qualification		4 - 3	6:11 11:9 9:11 6:11 12:10 15:13 16:14	RODRIGUEZ Berta	
2001	Swedish Open Skovde 2001	RODRIGUEZ Berta (CHI)		BOMANN Anne-Cathrine (DEN)		WS	Qualification		4 - 1	11:8 11:5 11:9 11:13 11:8	RODRIGUEZ Berta	
2001	Swedish Open Skovde 2001	RODRIGUEZ Berta (CHI)		NORDENBERG Linda (SWE)		WS	Qualification		3 - 4	11:4 4:11 16:18 11:5 9:11 11:8 6:11	NORDENBERG Linda	
2001	Swedish Open Skovde 2001	CECHOVA Dana (CZE)		BOMANN Anne-Cathrine (DEN)		WS	Qualification		4 - 0	11:7 11:9 11:5 14:12	CECHOVA Dana	
2001	Swedish Open Skovde 2001	CECHOVA Dana (CZE)		NORDENBERG Linda (SWE)		WS	Qualification		1 - 4	9:11 9:11 3:11 12:10 9:11	NORDENBERG Linda	
2001	Swedish Open Skovde 2001	BOMANN Anne-Cathrine (DEN)		NORDENBERG Linda (SWE)		WS	Qualification		0 - 4	5:11 6:11 7:11 9:11	NORDENBERG Linda	
2001	Swedish Open Skovde 2001	WON Youngah (KOR)		FINNEMANN Pia (DEN)		WS	Qualification		4 - 2	11:7 8:11 11:7 11:9 5:11 11:4	WON Youngah	
2001	Swedish Open Skovde 2001	WON Youngah (KOR)		ROHDIN Sara (SWE)		WS	Qualification		4 - 2	7:11 11:4 11:8 9:11 11:8 11:6	WON Youngah	
2001	Swedish Open Skovde 2001	WON Youngah (KOR)		GLADIEUX Elisabeth (FRA)		WS	Qualification		4 - 1	7:11 11:9 11:7 11:9 11:6	WON Youngah	
2001	Swedish Open Skovde 2001	FINNEMANN Pia (DEN)		ROHDIN Sara (SWE)		WS	Qualification		3 - 4	11:3 10:12 13:11 11:7 8:11 9:11 10:12	ROHDIN Sara	
2001	Swedish Open Skovde 2001	FINNEMANN Pia (DEN)		GLADIEUX Elisabeth (FRA)		WS	Qualification		3 - 4	5:11 11:6 13:11 10:12 11:5 8:11 8:11	GLADIEUX Elisabeth	
2001	Swedish Open Skovde 2001	ROHDIN Sara (SWE)		GLADIEUX Elisabeth (FRA)		WS	Qualification		4 - 3	5:11 11:9 10:12 16:14 11:7 6:11 11:9	ROHDIN Sara	
2001	Swedish Open Skovde 2001	STEWARD Kathryn (ENG)		LINDSTROM Jennie (SWE)		WS	Qualification		4 - 3	8:11 9:11 7:11 12:10 11:3 11:5 11:8	STEWARD Kathryn	
2001	Swedish Open Skovde 2001	STEWARD Kathryn (ENG)		ALVAREZ Patricia (CHI)		WS	Qualification		4 - 0	11:6 11:8 12:10 11:5	STEWARD Kathryn	
2001	Swedish Open Skovde 2001	STEWARD Kathryn (ENG)		LEGAY Solene (FRA)		WS	Qualification		1 - 4	5:11 12:10 7:11 7:11 8:11	LEGAY Solene	
2001	Swedish Open Skovde 2001	LINDSTROM Jennie (SWE)		ALVAREZ Patricia (CHI)		WS	Qualification		4 - 2	6:11 11:9 11:3 11:5 2:11 11:8	LINDSTROM Jennie	
2001	Swedish Open Skovde 2001	LINDSTROM Jennie (SWE)		LEGAY Solene (FRA)		WS	Qualification		0 - 4	5:11 6:11 6:11 7:11	LEGAY Solene	
2001	Swedish Open Skovde 2001	ALVAREZ Patricia (CHI)		LEGAY Solene (FRA)		WS	Qualification		0 - 4	11:13 3:11 3:11 9:11	LEGAY Solene	
2001	Swedish Open Skovde 2001	HO Yang-Han (TPE)		CIGANKOVA Nataliya (BLR)		WS	Qualification		3 - 4	9:11 8:11 9:11 13:11 11:6 11:8 7:11	CIGANKOVA Nataliya	
2001	Swedish Open Skovde 2001	HO Yang-Han (TPE)		GAJIC Jelena (SRB)		WS	Qualification		1 - 4	8:11 7:11 8:11 12:10 6:11	GAJIC Jelena	
2001	Swedish Open Skovde 2001	HO Yang-Han (TPE)		JONSSON Carina (SWE)		WS	Qualification		4 - 1	11:9 10:12 13:11 11:8 11:6	HO Yang-Han	
2001	Swedish Open Skovde 2001	CIGANKOVA Nataliya (BLR)		GAJIC Jelena (SRB)		WS	Qualification		4 - 2	11:13 11:4 8:11 11:8 11:7 11:8	CIGANKOVA Nataliya	
2001	Swedish Open Skovde 2001	CIGANKOVA Nataliya (BLR)		JONSSON Carina (SWE)		WS	Qualification		3 - 4	6:11 10:12 11:7 14:12 4:11 11:8 11:13	JONSSON Carina	
2001	Swedish Open Skovde 2001	GAJIC Jelena (SRB)		JONSSON Carina (SWE)		WS	Qualification		2 - 4	18:16 11:7 5:11 5:11 6:11 10:12	JONSSON Carina	
2001	Swedish Open Skovde 2001	JOHANSSON Frida (SWE)		JIANG Huajun (HKG)		WS	Qualification		0 - 4	5:11 4:11 7:11 8:11	JIANG Huajun	
2001	Swedish Open Skovde 2001	JOHANSSON Frida (SWE)		DAUNTON Bethan (WAL)		WS	Qualification		3 - 4	11:9 6:11 7:11 11:8 11:5 8:11 12:14	DAUNTON Bethan	
2001	Swedish Open Skovde 2001	JOHANSSON Frida (SWE)		HALAS Helena (SLO)		WS	Qualification		1 - 4	9:11 13:15 11:6 8:11 8:11	HALAS Helena	
2001	Swedish Open Skovde 2001	JIANG Huajun (HKG)		DAUNTON Bethan (WAL)		WS	Qualification		4 - 0	11:4 12:10 11:5 11:6	JIANG Huajun	
2001	Swedish Open Skovde 2001	JIANG Huajun (HKG)		HALAS Helena (SLO)		WS	Qualification		4 - 0	11:5 11:10 11:8 11:8	JIANG Huajun	
2001	Swedish Open Skovde 2001	DAUNTON Bethan (WAL)		HALAS Helena (SLO)		WS	Qualification		2 - 4	15:13 11:9 3:11 8:11 8:11 7:11	HALAS Helena	
2001	Swedish Open Skovde 2001	NORDENBERG Linda (SWE)		KOSTROMINA Tatyana (1973) (BLR)		WS	Main Draw	R64	0 - 4	3:11 8:11 9:11 4:11	KOSTROMINA Tatyana (1973)	
2001	Swedish Open Skovde 2001	STRBIKOVA Renata (CZE)		SJOGREN Marie (SWE)		WS	Main Draw	R64	4 - 1	11:7 11:7 11:4 7:11 12:10	STRBIKOVA Renata	
2001	Swedish Open Skovde 2001	STEFANSKA Kinga (POL)		GANINA Svetlana (RUS)		WS	Main Draw	R64	2 - 4	11:8 7:11 11:8 1:11 6:11 9:11	GANINA Svetlana	
2001	Swedish Open Skovde 2001	LU Yun-Feng (TPE)		OLSSON Marie (SWE)		WS	Main Draw	R64	4 - 3	11:3 6:11 7:11 6:11 11:7 11:9 11:8	LU Yun-Feng	
2001	Swedish Open Skovde 2001	TAMBORINI Aurelie (FRA)		GOBEL Jessica (GER)		WS	Main Draw	R64	1 - 4	3:11 5:11 11:13 11:8 6:11	GOBEL Jessica	
2001	Swedish Open Skovde 2001	SCHALL Elke (GER)		JONSSON Carina (SWE)		WS	Main Draw	R64	4 - 3	11:5 11:2 8:11 13:11 9:11 8:11 11:2	SCHALL Elke	
2001	Swedish Open Skovde 2001	REGENWETTER Peggy (LUX)		JONSSON Susanne (SWE)		WS	Main Draw	R64	3 - 4	11:5 3:11 9:11 6:11 11:9 11:5 8:11	JONSSON Susanne	
2001	Swedish Open Skovde 2001	GAO Xi (CHN)		LEGAY Solene (FRA)		WS	Main Draw	R64	4 - 1	7:11 11:3 11:7 11:8 11:5	GAO Xi	
2001	Swedish Open Skovde 2001	STEWARD Kathryn (ENG)		FUJINUMA Ai (JPN)		WS	Main Draw	R64	0 - 4	6:11 8:11 5:11 5:11	FUJINUMA Ai	
2001	Swedish Open Skovde 2001	HIURA Reiko (JPN)		JENSEN Janne (DEN)		WS	Main Draw	R64	4 - 0	11:5 11:7 11:9 11:5	HIURA Reiko	
2001	Swedish Open Skovde 2001	WON Youngah (KOR)		VACHOVCOVA Alena (CZE)		WS	Main Draw	R64	4 - 3	8:11 4:11 6:11 11:5 11:9 11:3 13:11	WON Youngah	
2001	Swedish Open Skovde 2001	KIM Bokrae (KOR)		GOURIN Anne-Sophie (FRA)		WS	Main Draw	R64	4 - 3	11:7 11:9 8:11 11:13 6:11 11:6 15:13	KIM Bokrae	
2001	Swedish Open Skovde 2001	CIGANKOVA Nataliya (BLR)		TAN Paey Fern (SGP)		WS	Main Draw	R64	4 - 0	11:8 11:6 11:8 11:3	CIGANKOVA Nataliya	
2001	Swedish Open Skovde 2001	JOHANSSON Sandra (SWE)		PARK Bokyung (KOR)		WS	Main Draw	R64	4 - 2	7:11 11:9 11:2 5:11 11:8 11:5	JOHANSSON Sandra	
2001	Swedish Open Skovde 2001	JIANG Huajun (HKG)		ZHANG Xueling (SGP)		WS	Main Draw	R64	4 - 0	11:8 11:9 11:8 11:3	JIANG Huajun	
2001	Swedish Open Skovde 2001	NEGRISOLI Laura (ITA)		PARK Miyoung (KOR)		WS	Main Draw	R64	0 - 4	8:11 6:11 7:11 11:13	PARK Miyoung	
2001	Swedish Open Skovde 2001	RYU Jihae (KOR)		KOSTROMINA Tatyana (1973) (BLR)		WS	Main Draw	R32	4 - 0	11:4 11:5 11:5 11:8	RYU Jihae	
2001	Swedish Open Skovde 2001	STRBIKOVA Renata (CZE)		NEMES Olga (ROU)		WS	Main Draw	R32	4 - 3	11:8 3:11 13:11 8:11 9:11 11:7 12:10	STRBIKOVA Renata	
2001	Swedish Open Skovde 2001	LEE Eunsil (KOR)		GANINA Svetlana (RUS)		WS	Main Draw	R32	4 - 0	11:6 11:5 11:4 11:9	LEE Eunsil	
2001	Swedish Open Skovde 2001	LU Yun-Feng (TPE)		BAI Yang (CHN)		WS	Main Draw	R32	1 - 4	11:6 4:11 8:11 6:11 7:11	BAI Yang	
2001	Swedish Open Skovde 2001	GUO Yan (1982) (CHN)		GOBEL Jessica (GER)		WS	Main Draw	R32	4 - 0	11:9 11:8 11:7 11:8	GUO Yan (1982)	
2001	Swedish Open Skovde 2001	SCHALL Elke (GER)		LI Jia (CHN)		WS	Main Draw	R32	0 - 4	4:11 3:11 9:11 6:11	LI Jia	
2001	Swedish Open Skovde 2001	PAVLOVICH Viktoria (BLR)		JONSSON Susanne (SWE)		WS	Main Draw	R32	4 - 1	11:2 10:12 11:4 11:7 11:8	PAVLOVICH Viktoria	
2001	Swedish Open Skovde 2001	GAO Xi (CHN)		YANG Ying (CHN)		WS	Main Draw	R32	4 - 1	11:7 11:7 13:11 8:11 11:6	GAO Xi	
2001	Swedish Open Skovde 2001	NI Xia Lian (LUX)		FUJINUMA Ai (JPN)		WS	Main Draw	R32	4 - 0	12:10 11:2 11:1 11:7	NI Xia Lian	
2001	Swedish Open Skovde 2001	HIURA Reiko (JPN)		NISHII Yuka (JPN)		WS	Main Draw	R32	0 - 4	6:11 6:11 6:11 9:11	NISHII Yuka	
2001	Swedish Open Skovde 2001	TASEI Mikie (JPN)		WON Youngah (KOR)		WS	Main Draw	R32	4 - 1	4:11 11:6 11:8 11:5 13:11	TASEI Mikie	
2001	Swedish Open Skovde 2001	KIM Bokrae (KOR)		JING Junhong (SGP)		WS	Main Draw	R32	4 - 1	12:10 5:11 11:8 11:6 11:7	KIM Bokrae	
2001	Swedish Open Skovde 2001	LI Jiawei (SGP)		CIGANKOVA Nataliya (BLR)		WS	Main Draw	R32	4 - 1	11:9 11:7 11:5 6:11 11:3	LI Jiawei	
2001	Swedish Open Skovde 2001	JOHANSSON Sandra (SWE)		KONISHI An (JPN)		WS	Main Draw	R32	1 - 4	9:11 14:16 4:11 11:7 8:11	KONISHI An	
2001	Swedish Open Skovde 2001	STRUSE Nicole (GER)		JIANG Huajun (HKG)		WS	Main Draw	R32	2 - 4	13:11 6:11 2:11 11:9 7:11 9:11	JIANG Huajun	
2001	Swedish Open Skovde 2001	PARK Miyoung (KOR)		BOROS Tamara (CRO)		WS	Main Draw	R32	1 - 4	11:7 4:11 5:11 6:11 9:11	BOROS Tamara	
2001	Swedish Open Skovde 2001	RYU Jihae (KOR)		STRBIKOVA Renata (CZE)		WS	Main Draw	R16	4 - 2	8:11 6:11 11:4 11:8 11:4 11:4	RYU Jihae	
2001	Swedish Open Skovde 2001	LEE Eunsil (KOR)		BAI Yang (CHN)		WS	Main Draw	R16	0 - 4	8:11 4:11 6:11 7:11	BAI Yang	
2001	Swedish Open Skovde 2001	GUO Yan (1982) (CHN)		LI Jia (CHN)		WS	Main Draw	R16	4 - 2	9:11 11:4 11:5 7:11 11:6 13:11	GUO Yan (1982)	
2001	Swedish Open Skovde 2001	PAVLOVICH Viktoria (BLR)		GAO Xi (CHN)		WS	Main Draw	R16	4 - 0	11:9 11:6 11:9 11:5	PAVLOVICH Viktoria	
2001	Swedish Open Skovde 2001	NI Xia Lian (LUX)		NISHII Yuka (JPN)		WS	Main Draw	R16	4 - 1	11:7 7:11 11:8 11:8 11:5	NI Xia Lian	
2001	Swedish Open Skovde 2001	TASEI Mikie (JPN)		KIM Bokrae (KOR)		WS	Main Draw	R16	4 - 1	11:5 13:11 3:11 11:2 11:4	TASEI Mikie	
2001	Swedish Open Skovde 2001	LI Jiawei (SGP)		KONISHI An (JPN)		WS	Main Draw	R16	4 - 0	13:11 12:10 11:6 11:7	LI Jiawei	
2001	Swedish Open Skovde 2001	JIANG Huajun (HKG)		BOROS Tamara (CRO)		WS	Main Draw	R16	3 - 4	11:5 12:10 11:7 6:11 12:14 8:11 6:11	BOROS Tamara	
2001	Swedish Open Skovde 2001	RYU Jihae (KOR)		BAI Yang (CHN)		WS	Main Draw	QuarterFinal	0 - 4	10:12 6:11 10:12 5:11	BAI Yang	
2001	Swedish Open Skovde 2001	GUO Yan (1982) (CHN)		PAVLOVICH Viktoria (BLR)		WS	Main Draw	QuarterFinal	4 - 2	11:5 10:12 9:11 11:2 11:8 11:4	GUO Yan (1982)	
2001	Swedish Open Skovde 2001	NI Xia Lian (LUX)		TASEI Mikie (JPN)		WS	Main Draw	QuarterFinal	3 - 4	11:9 17:15 10:12 12:10 5:11 4:11 8:11	TASEI Mikie
